LOAN_ID,description_all,lender,fully_funded,is_2020Q1
1912696,"Wellen is again requesting a loan to buy more bags of coffee to sell, unlike the previous loan he used to buy manure and pesticides and pay workers to weed his coffee plantation. He is a married man with children, whereby the entire family depends on farming and produce buying for income generation. <br /><br />With the previous loan proceeds, Wellen used profits to repay the loan, as well as paying school fees for the children. Since now it is the season for coffee, he wants to get involved in coffee buying and selling in order to raise income, only that his capital is not yet enough.  Hence, he is requesting another loan. He says thanks for the Kiva loan which was given to him through Hofokam Limited and will be happy if his request is honored.",1,False,True
1912408,"Roberto, 30, sells chargers and cell phone accessories. He has five years' experience and his wife helps him. Even in hard times, he always tries to stay strong and not give up when any problems arise. He is a very optimistic man, prepared to accomplish his goals for his little son, who motivates him every day. Roberto has turned to KIVA_MiCrédito for a loan to buy accessories and cell phones, to obtain higher earnings and give his son a better life. In the near future, Roberto is thinking of launching his own store at a central location in the city selling cell phones and accessories.",1,False,True
1921300,"Claudio is a noble, kind, and enterprising person who sells food.  He works independently.  Claudio is the father of a son, and his loved ones are his greatest pride and reason to go to work.<br /><br />Claudio decided to start his journey as an independent due to the lack of jobs in his area.  This demonstrates his value and his ability to overcome problems.  <br /><br />He is currently applying for a loan to buy an assortment of liquor to market.  He hopes that with the investment, he will manage to improve many aspects of his business. This will generate better sales, be more competitive, obtain good utility, and gain a greater number of customers.",1,False,True
1916184,"Elkin has great experience preparing food. Sixteen years ago, he began his own business selling food retail in the municipality of Medellín which, to date, has generated very good results for him. <br /><br />Currently, he needs help to purchase liquor and beer to sell. The loan will allow him to work in better conditions. <br /><br />With this help, he will be able to work in a more organized way and with greater and better quality of supplies. <br /><br />If you want to know more about the entrepreneurs and the loans from Interactuar, you can join the Lending Team called: “Friends of Interactuar Colombia”: http://www. kiva. org/team/interactuar_colombia""",1,False,True
1912207,"Jane, pictured above, has been a farmer for more than 20 years, and is now proud to represent her group of 13 farmers in Kakamega B (North) District. She is 50 years old, married and has 3 children.\n\nJane likes to think of herself as a very friendly person. She has been working alongside One Acre Fund since 2016 and decided to represent her group because she likes being a leader. She says that being part of the One Acre Fund community has meant that she has been able to consistently feed her family. Jane plans to use the profits from this coming season to send her children to school.\n\nIn total, Jane’s Group will receive inputs to cultivate 6.5 acres of land. Given that some members of the group will also be purchasing a solar light, with this loan, the group will also receive a total of 2 solar lights.",1,False,True
1912384,"Martha Isabel is 42 years old and lives in the municipality of Medellin. She’s a happy woman who has four children who are her biggest motivation. She has been a very responsible mother who has worked hard to sustain her family, and she feels proud of what she has accomplished. <br /><br />She has a restaurant, and she already had a loan funded through Kiva that helped her a lot and for which she’s very grateful. Now she wants to invest in her business again to keep improving it, and she would like to make her family happy. She’s asking for a new loan to buy supplies to prepare more fast food and cooking utensils to improve her business.<br /><br />Support this excellent mother and lend now.",1,False,True
1912797,"Pictured above is JOHN, often described as an extremely resourceful person. He is 51 years old and has 5 children. As a group leader, he is representing his group of 17 farmers in Alego District, Kenya. <br /><br />John is returning this season to work with One Acre Fund again as this means that he is able to get the best quality fertilizer and hybrid seeds, which is why he decided to join in the first place. John says that he is happy to have made that decision because, since he first joined in 2016, he has been able to consistently feed his family, which has improved his day-to-day life significantly. John will use the profits from this season to send his children to school.<br /><br />The group will use this loan to purchase seeds and fertilizer to plant a total of 8.75 acres. Given that some members of the group will also be purchasing a solar light, with this loan, the group will also receive a total of 5 solar lights.",1,False,True
1912203,"Meshack is 29 years old and has 2 children. He has been a farmer for 10 years and is always said to be a very hardworking individual. Even though Meshack is the only one featured in the above picture, he is actually representing his group formed by 17 farmers in Teso District, Kenya.<br /><br />Meshack started working alongside One Acre Fund a few years ago, in 2013, and decided to do so because he wanted to have access to quality training and acquire new farming methods. Since then, he has seen his life improve; especially in the sense that he has been able to consistently feed his family ever since. This year he decided to represent his group because he wanted to be more active in his community.<br /><br />Meshack’s Group will receive farming inputs to plant a total of 13.5 acres of land. Additionally, some of the farmers in the group will be purchasing solar lights, so with this loan, the group will also receive a total of 2 solar lights.",1,False,True
1912209,"This season is not the first one that Francis is working alongside One Acre Fund. He has been a member for a few years now, having joined the program in 2017 and, although he is the only person featured in the above picture, he is actually representing his group of 15 farmers in Teso District, Kenya.\n\nFrancis is often described by his community as a very reliable person and decided to be the one to represent his group because he wanted to be more active in his community. Like many of his fellow farmers, Francis decided he wanted to be part of the One Acre Fund community in order to have access to quality training and acquire new farming methods and hopes to use the profits from this year’s harvest to send his children to school.\n\nThis loan will not only help Francis but the whole group, who will receive maize seeds and fertilizer to plant a total of 10 acres of land. Additionally, some of the farmers in the group will be purchasing a solar light so, with this loan, the group will also receive a total of 2 solar lights.",1,False,True
1910202,"Patrick is a determined, married gentleman and who lives in Fort Portal, Uganda. He does farming as his main economic activity, majorly in banana growing. He has also rides a motorcycle as a transport business for side income for the last 6 years. He was inspired by the need to supplement his income. He is hoping to improve his farming by use of better methods of farming for better yields and sustain himself in the near future. Amidst the challenges of banana bacterial wilt, heavy winds, and price fluctuations, \n\nhe is requesting a loan to purchase fertilizers  to apply to his banana plantation. ",1,False,True
1910118,"Valerio is a 53 year old man.  He is in a common-law marriage, and is the father of three children, one of whom is under his care.  He is considered to be a hard-working, honest, and respectful man.  For nine years he has dedicated himself to selling coal.  It is his sister who helps him with this business in order to improve income for his home and his family.  He sells the coal in the market in his community, in general stores, and by delivery.  He is essential to his family.<br /><br />Today he has knocked on the doors of MiCrédito and Kiva in order to buy firewood and bags.  In the not too distant future he wishes to expand his delivery route in order to reach more homes at a better price.  He also continues to train his children for a professional well-being.",1,False,True
1919757,"Mr. Soumaila, age 21, is the Signoma Group's leader. He is married and now the father of one child. He has two people in his care. <br /><br />He has been selling mobile phones and accessories for three years. He gets his supplies at city markets.<br /><br />With funding, he plans to buy 15 mobile phones as wells as accessories for his business. He plans to save his profits so he can expand his shop. <br /> <br />He aims to build a solid future for his child.",1,False,True
1933310,"Olga is 66 years old, single, and lives with her sister. She lives in Monterrey, is pensioned, and has also worked at a secretarial uniform factory for 11 years. <br /><br />She has had a chronic degenerative disease for many years, which has begun to affect her vision. She needs surgery because she has cataracts among other problems and does not have enough money to take care of it. For this, she is asking for a loan so that they can operate as soon as possible to be able to continue working and have a better quality of life.",1,False,True
1933201,"Thank you for supporting Miguel Angel with his previous loan. He invested it in beer, soda and snacks. Thanks to the financing, he was able to increase his production capacity and he generated excellent profits and benefits. He has a message for his lenders: ""Thank you for helping me to achieve my goals. I want to keep doing this life project with your support. It is fundamental for the commercial growth of my business”. This micro-businessman opened up new opportunities for the creation and generation of income. That is why, in addition to selling a variety of merchandise like snacks, potato chips, cookies and candies, he also sells beer and soda. <br /><br />At this time, he is taking out his second Kiva loan through the Mario Santo Domingo foundation. He plans to invest these resources in buying a variety of merchandise like snacks, potato chips, cookies, candies, beer and soda for the carnival season. His main goal is to expand the variety of products he provides and obtain more profits. This entrepreneur\'s dream is to own his own home open and set up his own locale. Support his in his business loan, it will be a success.",1,False,True
1943884,"Maria is a 50-year-old micro-entrepreneur. She lives with her daughter in the municipality of Barranquilla. She has a lot of experience as a merchant. Currently, she sells  and markets products such as perfumes, women's clothing and shoes, which she distributes to a select group of customers in the sector where she lives. Her aspiration is to have her own retail space in order to generate more income for the family and achieve a better standard of living. Her business was acquired with her own resources.<br /><br />Currently, she is applying for her first Kiva loan, with Fundación Mario Santo Domingo, resources which she will invest in the purchase of women's shoes. She wants to strengthen her capital and increase her sales. Support her in her loan, it will be a success.",1,False,True
1912286,"Pictured above is Maurice, who, as a group leader, is representing his group formed by 12 farmers in Kakamega B (North) District, Kenya. He is a father to 10 children and is known by his community as a very friendly person.<br /><br />Initially, Maurice joined One Acre Fund in 2012 because he wanted to earn enough to send his children to school. Since he joined the program he says that his life has improved, especially because he has been able to consistently feed his family. With the profits from the coming harvesting season, Maurice plans to send his children to school.<br /><br />Between the 12 farmers in Maurice's Group, a total of 4.75 acres of land will be planted using the maize seeds and fertilizer received with the loan. Additionally, some of the farmers in the group will be purchasing a solar light so, with this loan, the group will also receive a total of 7 solar lights.",1,False,True
1943837,"Mery del Carmen, 58, is an entrepreneur who lives in the city of Barranquilla with her husband and children.  This business owner used to work as a domestic employee in relatives’ homes but since she did not earn enough to support her household she decided to start a business to have better economic stability and support her children.<br /><br />In 2003 she began dedicating herself completely to selling clothing, shoes and accessories.  She sells them every day to her main customers who are neighbors, friends and people in the area who pay in cash.<br /><br />She is currently applying for her first CrediKiva loan through the Mario Santo Domingo Foundation to increase her work capital to buy blouses, shirts, jeans, skirts, shorts, bermudas, pants, dresses, shoes, tennis shoes, etc. for her new customers and increase sales.<br /><br />Please support her business loan.",1,False,True
1909232,"Thank you for supporting Wilber with his previous loan, with which he invested in his business plan. This allowed him to stock a greater amount of merchandise, such as clothing and shoes for women and children, to offer his customers. Wilber is a micro-entrepreneur who appreciates very much the opportunity he received by getting financing which boosted him to improve his quality of life and the stability of his business. With this business, he has managed to support his family and get financial stability. <br /><br />He is very grateful to his funders and sent them a message, ""Thank you for the received help, and I want to work with FMSD and Kiva so that my situation improves even more."" At this opportunity, he is applying for his second loan, to invest in shoes, jeans, blouses, sweaters, children\'s clothing, school supplies, and stationery. <br /><br />His goal is to get more income and to strengthen his business even more in this way. Support him with his business loan, it will be a success.",1,False,True
1912218,"Pictured above is Everlyne, often described as an extremely friendly person. She is 40 years old and has 7 children. As a group leader, she is representing her group of 11 farmers in Teso District, Kenya. \n\nEverlyne is returning this season to work with One Acre Fund again as this means that she is able to have access to quality training and acquire new farming methods, which is why she decided to join in the first place. Everlyne says that she is happy to have made that decision because, since she first joined in 2016, she has learnt alot from farming trainings, which has improved her day-to-day life significantly. Everlyne will use the profits from this season to send her children to school.\n\nThe group will use this loan to purchase seeds and fertilizer to plant a total of 6.5 acres.",1,False,True
1936424,"I was born and raised in Germany,  where I was trained as a dental assistant. I came to the USA and continued my dental career, which has lasted 39 years. I enjoyed helping patients, educating them about their oral  and overall health and  having personal relationships.  When I became unemployed in April of 2019, I knew I had to make a change from dentistry.  So, I went back to school! I am now a licensed esthetician with the same ambitions: work with people and help them to improve their health. I'm looking forward to many lasting relationships with my clients and their amazing faces.",1,False,True
1922166,"Victor is a person who smiles, a lover of life who fights for his dreams and goals, such as having his own house and a large business with many employees where he can enjoy life. But he is going to have to work very hard to make his dreams reality. He makes a living preparing food products. His business will be his symbol of strength and he is very determined that he will fulfill each one of his dreams with it's support. <br /><br />Victor is requesting a loan to buy ice-pops, chocolate bananas and nougats and improve his freezer or buy a new one. This investment will allow him to have the opportunity to raise his level of competitiveness in the area as to merchandise, prices and what he offers.",1,False,True
1926591,"A desire to move ahead and fight for a future motivated Atanael to start a mechanics shop.  His business has provided him the opportunity to radically change his life.<br /><br />Atanael lives in the town of Ibague.  He is a dedicated, honest and hardworking person who seeks to move forward every day, and to generate employment for people like him, who at some moment went through very complicated times when no one would extend them a hand.<br /><br />Atanael is seeking a loan to buy inventory, such as new and used rims, and tires.  He will also buy hand tools and make improvements to the floor of his shop.  This is a much needed support for him to continue in financial growth, and to improve his sales and earnings.<br /><br />Atanael sees himself as a great businessman.  He repeats it to himself every day in his mind.  From your hand you can help him reach his big goals.",1,False,True
1912189,"Pictured above is Linus, often described as an extremely hardworking individual. He is 39 years old and has 5 children. As a group leader, he is representing his group of 8 farmers in Teso District, Kenya. <br /><br />Linus is returning this season to work with One Acre Fund again as this means that he is able to have access to quality training and acquire new farming methods, which is why he decided to join in the first place. Linus says that he is happy to have made that decision because, since he first joined in 2017, he has learnt a lot from farming trainings, which has improved his day-to-day life significantly. Linus will use the profits from this season to send his children to school.<br /><br />The group will use this loan to purchase seeds and fertilizer to plant a total of 8.75 acres.",1,False,True
1912196,"Pictured above is Deffin, often described as an extremely hardworking individual. She is 47 years old and has 6 children. As a group leader, she is representing her group of 10 farmers in Teso District, Kenya. <br /><br />Deffin is returning this season to work with One Acre Fund again as this means that she is able to have access to quality training and acquire new farming methods, which is why she decided to join in the first place. Deffin says that she is happy to have made that decision because, since she first joined in 2016, she has learnt a lot from farming trainings, which has improved her day-to-day life significantly. Deffin will use the profits from this season to send her children to school.<br /><br />The group will use this loan to purchase seeds and fertilizer to plant a total of 5.75 acres. Given that some members of the group will also be purchasing a solar light, with this loan, the group will also receive a total of 2 solar lights.",1,False,True
1923639,"Filiberto David is a micro-entrepreneur of 37 years of age who lives in the city of Barranquilla along with his wife and his children. This entrepreneur sells supplies for dressmaking, an activity that generates a very good profitability, and thus he offers his family economic stability and a better quality of life. He has a significant number of loyal customers to whom he offers a wide range of products such as threads, laces, spools, and buttons, among other items, at very good prices.<br /><br />He is now applying for a Kiva loan, the first financing he has had from Fundación Mario Santo Domingo, in order to invest in the purchase of threads, buttons, wide ribbons, and headbands, among other items. Filiberto has the necessary infrastructure to expand the inventory of products in his business, and for this he needs an injection of capital in order to strengthen and generate greater income.<br /><br />Help him with his loan! He will be a success.",1,False,True
1912667,"Benson, a cattle keeper/trader, is a married man of forty years with 4 children, 3 of whom are going to school. He lives in Kamwenge, Uganda. He earns a living from rearing cattle, farming coffee, and growing bananas. He and his wife work hard to generate income for their family, with their efforts geared towards educating their children up to the levels required for self-reliance. For more than 15 years, the family's major source of income has been cattle.<br /><br />Benson’s business needs expansion. He has capital challenges, but his business is profitable, so he is requesting a loan, which he will use to buy more cows for resale to raise his income.",1,False,True
1930520,Lucia is a woman who works hard every day so her family can live better.  She is content because thanks to the loan she received things went well and she was able to buy what she needed to improve coffee production.<br /><br />In order to continue improving her crop she is applying for a loan to buy farm supplies for this year’s crop season.,1,False,True
1927589,"Manuel, 45 years old, has more than 10 years' experience selling new clothing and kitchen utensils. For him, his child is of the greatest importance for him. He strives ceaselessly every day. He's a persistent man, disposed to continue fighting to give the best life to his child and to be able to defray some household expenses.<br /><br />Manuel has come to Kiva and MiCrédito to take a loan to buy blankets, shorts, and pans, in order to diversify his business and continue expanding, little by little. <br /><br />In the short term, Manuel is thinking of converting his business selling clothes into a store with new clothing.",1,False,True
1922197,"Thank you for supporting Gerardo Luis in his previous loan which he used to purchase supplies for his hairdressing services such as a new hair dryer, a hair iron, and beauty products such as straighteners, keratin treatments, scalp massagers, etc.<br />  <br />This micro-entrepreneur from the town of Soledad is very satisfied with the economic support he received with his previous Kiva loan which helped him open new doors at a commercial level and increase his profits. Gerardo is sending a message to his lenders: ""I am very grateful for your financial support. My client base has increased and with this my quality of life has improved. Thank you for believing in me"".<br /> <br />Gerardo is currently arranging his second Kiva loan through Fundación Mario Santo Domingo. He will use the funds to purchase a new hair dryer, a hair iron, and beauty products such as straighteners, keratin treatments, scalp massagers etc.<br /> <br />This entrepreneur believes that organization and innovation are the keys to success so he always tries to be at the forefront of the latest beauty equipment and tools to always be competitive.<br /><br />Please support Gerardo in his loan! It will be a success.",1,False,True
1911697,"Don Jarington is 34 years old, and is passionate about his work. From very early in the morning he begins his arduous labour with lots of love and care. <br /><br />For him, his children are his source of inspiration. He has 10 years of experience selling groceries, and is thrilled to count on the mutual support of his wife, who has been with him since he started selling clothes, and even today now that he has another source of income. <br /><br />Jarington has again come knocking on the door of Kiva/MiCrédito for a loan to buy cleaning and hygiene products wholesale. He hopes to earn a better income in order to make improvements to his home and improve his family's quality of life. In the near future, Jarington envisions himself as the owner of a grocery store in a central location in the city.",1,False,True
1952250,"I started working as a salesman on the floor covering store selling, carpet, wood, laminate, ceramic and vinyl floors in 1998. After working for a couple of years as a salesman for a flooring store I started my installation business and became a certified laminate and wood floor installer. From 2001 to 2006 I was installing carpet, wood, laminate and ceramic tiles. Then I started my own floor covering shop at home business. As I started going to client homes for floors installation it became an everyday thing that every house I went to had some sort of work, either remodeling or new construction. That’s how I got into the construction business. I’ve extensive hands-on experience in construction. I’ve built two houses back in New York in 2002 and 2003. \r\nUnfortunately, I got divorced in 2007 and then I got into bad accident in 2008 which left me disabled for 2 years. I recovered from shoulder surgery in 2010. That’s how I lost my business and my clients. Because I couldn’t work for 3 years. After recovering from my surgery I started working for Worldwide floor store 2011. In March 2012 I decided to move to San Francisco California.\r\nMy motivation is to resolve problems and see the transformation of every project. I\'m really happy when my clients smile and say ""thank you"".",1,False,True
1909216,"Héctor is a 69 year old micro-entrepreneur who resides in the city of  Barranquilla. His main business is selling merchandise which he brings in and is sent to him from the United States. He travels every three months making the most of the opportunity he has. Besides this he is retired and receives a monthly payment from his country. He operates this business motivated to find other sources of income for his family. He is currently applying for a loan from Kiva, the first financing he has made through the Fundación Mario Santo Domingo to invest in the purchase of clothing, footwear and perfumes. Support him with his loan. It will be a success.",1,False,True
1942727,"Alfredo Javier is a 54-year-old small business owner. He is a resident of the city of Cartagena, where lives with his wife. He has a kiosk located in front of his home, where he sells candy, snacks, and refreshments. <br /><br />Alfredo Javier started this business approximately 10 years ago because of a lack of job opportunities and a desire to provide his family with better financial stability. He earns a living offering his products, starting very early each day, for cash payments and credit to his main customers, who are his neighbors and passersby in the area.<br /><br />He is currently arranging a Kiva loan, through Fundación Mario Santo Domingo, to invest in the purchase of supplies, groceries, and a freezer. His goal is to increase his sales and his profits. Support him with a loan for his business.",1,False,True
1912546,"Luis is 58 years old, and is an honest and responsible man. For the past 20 years, he has had a small shop in the region where he lives, where sells fish, refreshments, sodas, candies, fried foods and other personal hygiene products and household items. His family is his pillar to be better each day. <br /><br />He is going for a new loan from Kiva with MiCrédito, with which he is planning to purchase underwear and sandals to diversify his store and support the demand of his clients. In the very near future, he would like to become self-sufficient.",1,False,True
1921173,"Pictured above is Moses, often described as an extremely friendly person. He is 52 years old and has six children. As a group leader, he is representing his group of nine farmers in Teso District, Kenya. <br /><br />Moses is returning this season to work with One Acre Fund to have access to quality training and acquire new farming methods, which is why he decided to join in the first place. Moses says that he is happy to have made that decision because, since he first joined in 2016, he has been able to consistently feed his family, which has improved his day-to-day life significantly. Moses will use the profits from this season to send his children to school.<br /><br />The group will use this loan to purchase enough seeds and fertilizer to plant a total of seven acres.",1,False,True
1910065,"El Calvario Samayac 1 Group is made up of four women entrepreneurs. One of them is Ofelia. <br /><br />Ofelia is a woman with great aspirations in life. She is thankful to ADICLA for the support they provided with the previous loan, because it allowed her to strengthen her business and continue growing her sales. <br /><br />In order to continue improving her income, Ofelia has decided to venture into the beauty product selling business. She is requesting this loan in order to purchase beauty products, like perfumes, creams, lipsticks, and makeup, to sell to her clients; in addition to the sales of her silver jewellery products.<br /><br />She is confident this new credit will help improve her family's standard of living.",1,False,True
1937400,"Mariano has been an employee in a sheeting company for 10 years.  He has been married for 25 years and he likes to spend most of his time with his family.<br /><br />Mariano has been worried about his wife's dental health for some time because she has frequent tooth pain.  His wife has a periodontal ailment and also needs orthodontic treatment.<br /><br />That's why Mariano's requesting a loan, because the salary he earns isn't enough to pay cash.<br /><br />Mariano wants his wife to have good dental health and not suffer that intense pain.",1,False,True
1924392,"I was raised in Milwaukee, WI. I always loved working on cars with my family. Growing up around cars and learning about them inspired me to work in the automotive field. Since I was 14 yrs old I have worked on my own cars. Since I was 18 yrs old I have worked in a shop and now I am 39 yrs old and still working in a shop but would like to pursue my dream.",1,False,True
1914923,"Fabio lives in the municipality of Anz.  He is 39 years old and currently works as an independent coffee grower, a trade he learned from his parents. They taught him to earn a living honestly.<br /><br />He currently needs this loan to buy manure, fertilizer, and steers.<br /><br />This will give him the opportunity to have better economic stability and to be more likely to increase the income for his family.<br /><br /><br />\t\t\t\t\t\t\t\t\t\t\tIf you want to know more about the entrepreneurs and the loans from Interactuar, you can join the Lending Team called: “Friends of Interactuar Colombia”: http://www. kiva. org/team/interactuar_colombia""",1,False,True
1912788,"Gabriel, pictured above, has been a farmer for more than 20 years, and he is now proud to represent his group of 13 farmers in Alego District. He is 59 years old, married, and has four children.<br /><br />Gabriel likes to think of himself as a very hardworking individual. He has been working with One Acre Fund since 2015, and he decided to represent his group because he wanted to help more farmers. He says that being part of the One Acre Fund community has meant that he has been able to consistently feed his family. Gabriel plans to use the profits from this coming season to send his children to school.<br /><br />In total, Gabriel's group will receive inputs to cultivate 7.5 acres of land. One member of the group will also be purchasing a solar light.",1,False,True
1933308,"Jesús is 46 years old, married to Laura and has 2 children. For 11 years, he has worked as an employee at some laboratories. <br /><br />Jesús's mother-in-law urgently needs hearing aids so that her problem does not continue. It has been a long time that she has been unable to hear and this causes her many emotional problems for not being able to communicate with her family. For this, Jesús wants to support her, asking for a loan for her to have a better quality of life.",1,False,True
1937363,"Jesús Ivan is a 25-year-old young man. He is married to Alicia and has a child. He has worked at a brewing company for 3 years.<br /><br />Jesús Ivan is asking for financing for an aunt who needs surgery on her right eye because she has retinal problems. As she does not have the resources for the operation, this is why Jesús Ivan wants to support her. He hopes that she will recover her eyesight and have a better quality of life.",1,False,True
1912994,"Oscar is 35 years old and lives in the municipality of Medellin. He’s a very humble man who has a restaurant, a hard job but that helps him a lot. He’s been doing this for a year, and he decided to become independent looking for a better income to help his family. <br /><br />He’s a kind and friendly man who dreams of giving a good quality of life to his family. He needs a little help to improve his business so it can be more profitable so he can have a better economic situation to help his love ones. <br /><br />He’s asking for a loan to buy an industrial oven so he can improve his service and can make better food.<br /><br />Support this humble entrepreneur and loan now.<br /><br /><br />If you want to know more about the entrepreneurs and the loans from Interactuar, you can join the Lending Team called: “Friends of Interactuar Colombia”: http://www.kiva.org/team/interactuar_colombia",1,False,True
1912545,"Marina is a 52 year old woman who is hardworking, determined, and above all, dedicated to her business in which she sells clothing, especially underwear. Her three children support her in all of her decisions. <br /><br />She has come knocking on Kiva's doors with MiCrédito to benefit from a loan that will allow her to boost her inventory. She is planning to purchase a lot of underwear. Her goal for the future is to have a place to sell her items in a municipal market.",1,False,True
1931228,"Juan is a hardworking father who has been cultivating crops for several years.  He is very pleased with the assistance from his previous loan, which allowed him to acquire land since he was lacking the space to continue expanding his crops.  <br /><br />Juan is now requesting a new loan to acquire another piece of land so that he can continue growing his crops.  His greatest hope in life is to improve his family's living conditions.",1,False,True
