index,PERMANENT_NAME,DISPLAY_NAME,MAIN_PIC_ID,CITY,STATE,COUNTRY_CODE,MEMBER_SINCE,PERSONAL_URL,OCCUPATION,LOAN_BECAUSE,OTHER_INFO,LOAN_PURCHASE_NUM,INVITED_BY,NUM_INVITED
960619,donna2794,Donna,2363409.0,,NC,,1345983259,,Retired,I believe everyone should lend a hand to others in whatever way they can.,,43,Michelle,1
696523,kira7829,Kira,,,,,1358438738,,,,,1,Wilhelmina,0
240,susan60085178,Susan,,,,,1506296803,,,,,2,,0
606628,larserik5744,Lars-Erik,,,,,1352225132,,,,,1,,0
450734,sarah44002465,Sarah,1892123.0,,WA,US,1432790532,,,,,4,Leah and Ian,0
1217237,murlene2028,Murlene,,,,,1418023335,,,,,22,,0
670690,cameron8895,Cameron,,,,,1324736797,,,,,7,,0
225468,kelly7620,Kelly,707613.0,NEW YORK,NY,US,1205716135,,Attorney,,,10,,1
1517272,steffi1979,Steffi,402412.0,M,,DE,1255032977,,,,,11,,0
429723,laura67287603,Laura,,,,,1568293080,,,,,1,,0
223459,jen5035,Jen,,,,,1205352502,,pediatrician,,,8,Scott,0
1544581,vincetse,Vince,1382171.0,New York,NY,US,1372692769,,Software Enginerd,We will all be better off if we help one another.,,7,Tom & Nicole,0
898672,donna9699,Donna,,Halifax,Nova Scotia,CA,1256914402,,,,,2,Jane,0
1299571,carrie2484,Carrie,3495662.0,Canberra,ACT,AU,1335917272,,,,,14,,0
388831,jeffindiecredit,Jeff,,Toronto,Ontario,CA,1226460397,,Graphic Designer,Microlending is hot.,,29,,2
1086019,matteo4929,Matteo,857897.0,Belluno / Milano,Italy,IT,1268316900,www.matteogracis.it,editor,I can give my small support to the people that need it. I have to do it. I hope that one day the world can change with a projects like Kiva.,"I'm an independent editor, a freelancer journalist and a traveller. ",168,,1
1058560,jill4445,Jill,,,,,1511927562,,,,,3,,0
422147,shandie7678,Shandie,,Knoxville,Tennessee,US,1407539481,,,,,6,,0
1456814,gabor3750,Gabor,,Budapest,,HU,1245760748,,,,,4,Bahram,0
1288690,prashanth7867,Prashanth,1564120.0,,,,1395301846,,,,,1,,0
1321016,edward6375,Edward,1595248.0,,,,1398739838,,,,,3,,0
1299958,josh7066,Josh,1538089.0,Bellevue,WA,US,1265324828,,Energy Trader,,Risk Management hedging in the wholesale energy markets.,13,,1
570530,ido6870,Ido,2294210.0,,,,1472715051,,,,,3,,0
1080966,ameen2630,Ameen,,,,,1538424631,,,,,3,,0
715316,kerry99333643,Kerry,696741.0,Coeur d'Alene,Idaho,US,1295497256,,,,,43,,1
1325995,barbara7700,Barbara,302886.0,Durham,NC,US,1223334038,,disabled,I can.,,130,,2
759162,steve1146,Steve,60955.0,Victoria,MN,US,1179776243,,Consultant,I believe,,20,,0
803341,rica9306,rica,,,,,1466449191,,,,,1,,0
11633,carlaalisa4079,Carla&Alisa,985676.0,Millerstown,PA,US,1326846407,,,,,1,,0
221924,nolan3354,Nolan,136527.0,Shreveport,Louisiana,US,1204599596,,Genealogist,"“9 As it is written, He [the benevolent person] scatters abroad; He gives to the poor; His deeds of justice and goodness and kindness and benevolence will go on and endure forever!\r\n10 And [God] Who provides seed for the sower and bread for eating will also provide and multiply your [resources for] sowing and increase the fruits of your righteousness [which manifests itself in active goodness, kindness, and charity].\r\n11 Thus you will be enriched in all things and in every way, so that you can be generous, and [your generosity as it is] administered by us will bring forth thanksgiving to God.” – 2 Corinthians 9:9-11   Amplified Bible (AMP)",,115,Bambi,0
139832,wade8452,Wade,,,,,1600374659,,,,,1,,0
1520915,carl8928,Carl,,,,,1462544687,,,,,1,,0
99462,heatherandjason3656,Heather and Jason,,Durango,CO,US,1323388163,,,,,4,,0
671550,ruth1930,Ruth,957683.0,Lakewood,CO,US,1197840144,,,,,14,G. Blu,0
1059041,bertha8900,Bertha,,,,,1512440582,,,,,5,,0
1445464,marlene8576,Marlene,,Cedar Rapids,IA,US,1200360797,,education,,,5,,0
123802,meg8694,meg,123370.0,durham,NC,US,1199476076,,students,We donate money because we care about people everywhere.  And we know we can make a difference,,65,,1
769761,jennifer8168,Jennifer,916556.0,Seattle,WA,US,1257620683,,"Business Manager, sometime teacher, Historian",,,2,,0
1023321,lauren7155,Lauren,,Chicago,IL,US,1331148244,,Non-Profit Manager,I believe that micro-finance can create lasting change.,,6,Julian,0
1083683,laird3651,Laird,,Gatineau,Quebec,CA,1336788991,,,,,1,nadie,0
1452309,pacoletinternational4339,Pacolet International,679229.0,MAZOMANIE,WI,US,1293475640,,,,,1,,0
69157,ruth4621,Ruth,,,,,1545002270,,,,,2,,0
1544767,jiebo4783,jiebo,,,,,1396516159,,,,,1,,0
86124,scott2670,Scott,,,,,1349645258,,,,,4,Victor Mignatti,0
1250269,maria6833,Maria,,,,,1394464189,,,,,1,,0
153830,michael52532413,Michael,,,,,1460541428,,,,,4,,0
1032668,amy5130,Amy,1040680.0,Naperville,Illinois,US,1331699272,,,,,1,John,0
1485136,wendy4350,wendy,,,,,1330133595,,,,,21,Robert,0
559005,jonathan14315223,Jonathan,,,,,1402510138,,,,,1,,0
254278,murali8077,Murali,1554911.0,,,,1394644647,,,,,1,,0
769356,noamae2735,Noa Mae,,,,,1535398158,,,,,7,,0
1027225,mildred8614,Mildred,,,,GB,1331284847,,,,,13,John,0
425201,tracey6058,tracey,90075.0,santa monica,CA,US,1196145627,,Nonprofit Marketing,,,3,,0
20969,duanta9322,Duanta,,,,US,1539124511,,,,,1,Dwayne,0
1470319,bentham3502,Bentham,,,,,1508302828,,,,,12,,0
729802,ali5129,Ali,,,,,1436143121,,,,,2,,0
543730,lauren5797,Lauren,,,,,1376587546,,,,,1,,0
371327,keith7310,Keith,,Brooklyn,New York,US,1423880582,,,,,1,,0
666467,christina2120,Christina,,,,,1453579561,,,,,11,,0
1352348,alex4776,Alex,2523565.0,,,,1494505430,,,,,2,,0
1506609,arthur5448,Arthur,138732.0,Dublin,CA,US,1167774594,,software engineer,,,4,,0
1517959,kari4510,Kari,,,,,1604848208,,,,,1,,0
579686,michael25752650,Michael,,,VA,US,1319028547,,,,,12,,0
531126,agnes4452,Agnes,,,,,1515542487,,,,,2,,0
934088,davidandtanya4591,"Dave, Tanya and Emily",258160.0,North Vancouver,British Columbia,CA,1220107299,,,,,9,Julie,0
534961,renmeier7985,René Meier,,Antigua Guatemala,Sacatepequez,GT,1374107203,,,,,2,Martin,0
337724,upaz6155,申次,,,,JP,1395816969,,,,,1,,0
748718,ben6870,BEN,459211.0,,,,1261977799,,,,,2,,0
1480219,candi2477,Candi,,,,,1435680000,,,,,1,,0
1412907,gunnhild9776,Gunnhild,262216.0,oslo,,NO,1233052122,,,"""Tomorrow will not be ours to shape, unless we start building tomorrow, today""",,2,Charlotte,1
594631,justin5791,Justin,,,,,1450889920,,,,,1,,0
1315088,roger68478190,Roger,,,,,1539099681,,,,,8,,0
905317,linda1121,linda,,bayonne,NJ,US,1214418116,,,,,3,,0
1350589,della8725,Della,235100.0,Carlinville,IL,US,1228492957,,retired buisinesswoman,,,18,,0
161626,tanja8624,Tanja,,Zürich,,CH,1329285639,,,,,1,Susann,0
1247258,henry2153,Henry,,,,,1393962239,,,,,6,,0
19711,amelie2935,Amelie,1799567.0,,,,1421897908,,,,,12,,0
1144491,gabrielle7862,Gabrielle,,,,,1427424267,,,,,1,,0
252068,sonal7756,Sonal,449650.0,New York,NY,US,1260917383,,lawyer,,,19,,0
1288833,laura6373,Laura,,Lewes,Delaware,US,1304095001,,,,,2,,0
1322584,ellyse4106,ellyse,1408155.0,,,,1376302006,,,,,8,,1
150074,jose11285440,Jose,2662267.0,,,US,1508177661,,,,,6,,0
463642,will5790,Will,,,,,1328123902,,,,,1,Russell,0
86733,millicent8575,Millicent,82486.0,Shoreline,WA,US,1194558977,,Sales Rep,Blessings are to be shared,,5,,0
1449762,rose1752,Rose,1277037.0,Sydney,,AU,1358306535,,,,,40,,1
550904,hanspeter8980,Hans Peter,1138295.0,Basel,Basel,CH,1341994959,,,,,8,ernie,1
176674,andrew96448327,Andrew,2579432.0,,,US,1499468746,,,,,1,,0
174778,jan1796,Jan,1875893.0,,,,1431023045,,,,,4,,0
692680,dwight9348,Dwight,,,,,1356535382,,,,,7,William,0
1015641,nagisa6630,ICANAG,,\x1a\x1a\x1a,Tokyo,JP,1231479068,,,,,2,,0
561230,bala3906,Bala,1167041.0,Shoreline,Washington,US,1344827938,,,,,1,Devi,0
636869,andrea8147,Andrea,,Nashville,Tennessee,US,1391046190,,,,,2,Lisa,0
707679,dianna9506,Dianna,,,,,1360025519,,,,,3,Nick,0
229731,thomas4030,TC BW BC JC AC,225979.0,Richmond,British Columbia,CA,1206865620,,,It's Simple ... to help people in need who are less fortunate than we are. We can... and we should.,,34,,0
1512798,brent8652,Brent,,,,,1557161036,,,,,1,,0
912429,tjitske1613,Tjitske,1066736.0,Groningen,Groningen,NL,1333996433,,,,,1,Aram,0
1544600,maels7214,M,,,,,1396251472,,,,,2,,0
905516,bryan8234,Bryan,,,,,1395172576,,,,,3,,0
1293224,jing8344,jing,,,,,1395716378,,,,,1,,0
754262,tingting6000,ting ting,22403.0,Singapore,Singapore,SG,1175054198,www.blurting.blogspot.com,entrepreneur,,,2,,0
780191,sabrina2245,Sabrina,,,,,1486779815,,,,,17,,2
727032,jennifer9865,Jennifer,1861311.0,,,US,1297699591,,Photographer,,"I am a former US ex-pat (10 years living in both Germany and the UK) recently returned to the US. As an avid traveler, I have seen firsthand much of the struggles of people trying to feed their children and make something of their lives and I am honored to be able to help, even if it's just a little bit.",95,,0
372375,kyle5031,Kyle,1421088.0,,,,1377809562,,,,,1,,0
